任务编号,任务类型,到达小时,图形处理器需求量,连续执行时长,延时敏感性,来源区域,最大网络时延,最晚完成小时,最早开工小时,执行模式,连续执行时长_小时
5790,实时推理任务,177,2,321,高,区域C,20,183,177,不可抢占,5.35
5791,人工智能训练任务,618,111,96,低,区域F,150,2406,618,不可抢占,1.6
5792,实时推理任务,1755,2,160,高,区域A,20,1758,1755,不可抢占,2.6666666666666665
5793,人工智能训练任务,1371,107,39,低,区域D,150,2406,1371,不可抢占,0.65
5794,人工智能训练任务,742,93,64,低,区域D,150,2406,742,不可抢占,1.0666666666666667
5795,人工智能训练任务,1741,111,43,低,区域E,150,2406,1741,不可抢占,0.7166666666666667
5796,实时推理任务,1235,1,31,高,区域C,20,1236,1235,不可抢占,0.5166666666666667
5797,人工智能训练任务,1175,46,114,低,区域F,150,2406,1175,不可抢占,1.9
5798,批量推理任务,425,19,308,中,区域A,80,2406,425,不可抢占,5.133333333333334
5799,批量推理任务,2044,15,123,中,区域A,80,2406,2044,不可抢占,2.05
5800,人工智能训练任务,1511,34,216,低,区域D,150,2406,1511,不可抢占,3.6
5801,批量推理任务,312,8,251,中,区域C,80,2406,312,不可抢占,4.183333333333334
5802,实时推理任务,608,5,173,高,区域B,20,611,608,不可抢占,2.8833333333333333
5803,人工智能训练任务,600,63,181,低,区域F,150,2406,600,不可抢占,3.0166666666666666
5804,批量推理任务,605,6,211,中,区域F,80,2406,605,不可抢占,3.5166666666666666
5805,批量推理任务,1829,11,95,中,区域A,80,2406,1829,不可抢占,1.5833333333333333
5806,人工智能训练任务,1959,29,346,低,区域D,150,2406,1959,不可抢占,5.766666666666667
5807,实时推理任务,463,5,121,高,区域B,20,466,463,不可抢占,2.0166666666666666
5808,人工智能训练任务,1750,94,280,低,区域E,150,2406,1750,不可抢占,4.666666666666667
5809,人工智能训练任务,1140,80,192,低,区域E,150,2406,1140,不可抢占,3.2
5810,实时推理任务,370,7,19,高,区域C,20,371,370,不可抢占,0.31666666666666665
5811,批量推理任务,522,17,307,中,区域A,80,2406,522,不可抢占,5.116666666666666
5812,实时推理任务,1577,4,127,高,区域A,20,1580,1577,不可抢占,2.1166666666666667
5813,批量推理任务,1307,19,210,中,区域B,80,2406,1307,不可抢占,3.5
5814,批量推理任务,1736,18,255,中,区域C,80,2406,1736,不可抢占,4.25
5815,批量推理任务,1695,11,220,中,区域D,80,2406,1695,不可抢占,3.6666666666666665
5816,人工智能训练任务,1365,126,167,低,区域F,150,2406,1365,不可抢占,2.783333333333333
5817,实时推理任务,1007,2,64,高,区域D,20,1009,1007,不可抢占,1.0666666666666667
5818,批量推理任务,1714,12,117,中,区域A,80,2406,1714,不可抢占,1.95
5819,人工智能训练任务,2036,63,394,低,区域D,150,2406,2036,不可抢占,6.566666666666666
5820,人工智能训练任务,2186,107,56,低,区域D,150,2406,2186,不可抢占,0.9333333333333333
5821,批量推理任务,2181,7,212,中,区域C,80,2406,2181,不可抢占,3.533333333333333
5822,人工智能训练任务,942,20,33,低,区域E,150,2406,942,不可抢占,0.55
5823,批量推理任务,342,18,349,中,区域E,80,2406,342,不可抢占,5.816666666666666
5824,人工智能训练任务,1727,43,270,低,区域F,150,2406,1727,不可抢占,4.5
5825,人工智能训练任务,2366,45,347,低,区域C,150,2406,2366,不可抢占,5.783333333333333
5826,人工智能训练任务,898,61,40,低,区域D,150,2406,898,不可抢占,0.6666666666666666
5827,人工智能训练任务,357,85,358,低,区域D,150,2406,357,不可抢占,5.966666666666667
5828,实时推理任务,1481,7,25,高,区域B,20,1482,1481,不可抢占,0.4166666666666667
5829,实时推理任务,832,6,285,高,区域C,20,837,832,不可抢占,4.75
5830,实时推理任务,1484,2,201,高,区域D,20,1488,1484,不可抢占,3.35
5831,人工智能训练任务,1941,38,122,低,区域B,150,2406,1941,不可抢占,2.033333333333333
5832,实时推理任务,451,1,158,高,区域A,20,454,451,不可抢占,2.6333333333333333
5833,实时推理任务,1430,2,391,高,区域B,20,1437,1430,不可抢占,6.516666666666667
5834,批量推理任务,570,6,198,中,区域C,80,2406,570,不可抢占,3.3
5835,批量推理任务,1885,21,99,中,区域D,80,2406,1885,不可抢占,1.65
5836,实时推理任务,2258,7,165,高,区域C,20,2261,2258,不可抢占,2.75
5837,批量推理任务,993,11,263,中,区域F,80,2406,993,不可抢占,4.383333333333334
5838,实时推理任务,919,2,209,高,区域A,20,923,919,不可抢占,3.4833333333333334
5839,实时推理任务,564,3,160,高,区域A,20,567,564,不可抢占,2.6666666666666665
5840,实时推理任务,586,7,275,高,区域B,20,591,586,不可抢占,4.583333333333333
5841,批量推理任务,107,20,240,中,区域D,80,2406,107,不可抢占,4
5842,人工智能训练任务,1739,44,310,低,区域E,150,2406,1739,不可抢占,5.166666666666667
5843,批量推理任务,221,6,248,中,区域F,80,2406,221,不可抢占,4.133333333333334
5844,人工智能训练任务,434,116,393,低,区域A,150,2406,434,不可抢占,6.55
5845,人工智能训练任务,2382,26,91,低,区域D,150,2406,2382,不可抢占,1.5166666666666666
5846,实时推理任务,1953,3,76,高,区域A,20,1955,1953,不可抢占,1.2666666666666666
5847,人工智能训练任务,647,77,146,低,区域D,150,2406,647,不可抢占,2.433333333333333
5848,实时推理任务,601,4,214,高,区域C,20,605,601,不可抢占,3.566666666666667
5849,批量推理任务,578,9,126,中,区域E,80,2406,578,不可抢占,2.1
5850,实时推理任务,1003,5,55,高,区域E,20,1004,1003,不可抢占,0.9166666666666666
5851,实时推理任务,51,6,314,高,区域A,20,57,51,不可抢占,5.233333333333333
5852,人工智能训练任务,1705,90,242,低,区域D,150,2406,1705,不可抢占,4.033333333333333
5853,实时推理任务,747,5,257,高,区域B,20,752,747,不可抢占,4.283333333333333
5854,批量推理任务,573,10,392,中,区域D,80,2406,573,不可抢占,6.533333333333333
5855,人工智能训练任务,2160,45,226,低,区域E,150,2406,2160,不可抢占,3.7666666666666666
5856,人工智能训练任务,1226,47,258,低,区域F,150,2406,1226,不可抢占,4.3
5857,批量推理任务,1685,11,39,中,区域A,80,2406,1685,不可抢占,0.65
5858,人工智能训练任务,1381,23,284,低,区域D,150,2406,1381,不可抢占,4.733333333333333
5859,批量推理任务,54,15,344,中,区域B,80,2406,54,不可抢占,5.733333333333333
5860,批量推理任务,455,7,53,中,区域C,80,2406,455,不可抢占,0.8833333333333333
5861,实时推理任务,245,3,87,高,区域B,20,247,245,不可抢占,1.45
5862,人工智能训练任务,131,116,39,低,区域F,150,2406,131,不可抢占,0.65
5863,人工智能训练任务,710,54,22,低,区域F,150,2406,710,不可抢占,0.36666666666666664
5864,人工智能训练任务,656,31,377,低,区域B,150,2406,656,不可抢占,6.283333333333333
5865,实时推理任务,1623,7,54,高,区域A,20,1624,1623,不可抢占,0.9
5866,批量推理任务,1860,6,16,中,区域B,80,2406,1860,不可抢占,0.26666666666666666
5867,人工智能训练任务,1056,77,119,低,区域E,150,2406,1056,不可抢占,1.9833333333333334
5868,人工智能训练任务,2055,66,285,低,区域E,150,2406,2055,不可抢占,4.75
5869,批量推理任务,931,9,369,中,区域E,80,2406,931,不可抢占,6.15
5870,批量推理任务,642,10,347,中,区域A,80,2406,642,不可抢占,5.783333333333333
5871,批量推理任务,376,21,61,中,区域A,80,2406,376,不可抢占,1.0166666666666666
5872,人工智能训练任务,1546,101,222,低,区域D,150,2406,1546,不可抢占,3.7
5873,实时推理任务,867,2,347,高,区域B,20,873,867,不可抢占,5.783333333333333
5874,批量推理任务,229,16,264,中,区域D,80,2406,229,不可抢占,4.4
5875,实时推理任务,1606,1,378,高,区域C,20,1613,1606,不可抢占,6.3
5876,实时推理任务,2290,7,63,高,区域D,20,2292,2290,不可抢占,1.05
5877,人工智能训练任务,316,80,343,低,区域B,150,2406,316,不可抢占,5.716666666666667
5878,人工智能训练任务,1918,47,395,低,区域D,150,2406,1918,不可抢占,6.583333333333333
5879,批量推理任务,1282,11,201,中,区域B,80,2406,1282,不可抢占,3.35
5880,人工智能训练任务,1659,29,98,低,区域E,150,2406,1659,不可抢占,1.6333333333333333
5881,批量推理任务,675,13,145,中,区域D,80,2406,675,不可抢占,2.4166666666666665
5882,实时推理任务,1521,4,158,高,区域C,20,1524,1521,不可抢占,2.6333333333333333
5883,人工智能训练任务,1737,102,17,低,区域F,150,2406,1737,不可抢占,0.2833333333333333
5884,实时推理任务,1105,7,305,高,区域A,20,1111,1105,不可抢占,5.083333333333333
5885,实时推理任务,427,2,113,高,区域A,20,429,427,不可抢占,1.8833333333333333
5886,实时推理任务,1485,1,44,高,区域B,20,1486,1485,不可抢占,0.7333333333333333
5887,人工智能训练任务,1374,67,62,低,区域E,150,2406,1374,不可抢占,1.0333333333333334
5888,实时推理任务,981,3,113,高,区域C,20,983,981,不可抢占,1.8833333333333333
5889,批量推理任务,666,5,251,中,区域F,80,2406,666,不可抢占,4.183333333333334
5890,人工智能训练任务,436,46,366,低,区域B,150,2406,436,不可抢占,6.1
5891,实时推理任务,867,1,252,高,区域A,20,872,867,不可抢占,4.2
5892,人工智能训练任务,44,70,268,低,区域D,150,2406,44,不可抢占,4.466666666666667
5893,批量推理任务,768,20,215,中,区域C,80,2406,768,不可抢占,3.5833333333333335
5894,人工智能训练任务,826,61,394,低,区域E,150,2406,826,不可抢占,6.566666666666666
5895,人工智能训练任务,132,127,326,低,区域F,150,2406,132,不可抢占,5.433333333333334
5896,实时推理任务,1102,1,165,高,区域E,20,1105,1102,不可抢占,2.75
5897,实时推理任务,2335,2,145,高,区域A,20,2338,2335,不可抢占,2.4166666666666665
5898,人工智能训练任务,183,49,27,低,区域D,150,2406,183,不可抢占,0.45
5899,人工智能训练任务,1981,110,281,低,区域D,150,2406,1981,不可抢占,4.683333333333334
5900,实时推理任务,196,2,369,高,区域B,20,203,196,不可抢占,6.15
5901,批量推理任务,381,15,25,中,区域D,80,2406,381,不可抢占,0.4166666666666667
5902,批量推理任务,34,15,221,中,区域F,80,2406,34,不可抢占,3.683333333333333
5903,批量推理任务,1156,22,292,中,区域A,80,2406,1156,不可抢占,4.866666666666666
5904,批量推理任务,2048,6,39,中,区域A,80,2406,2048,不可抢占,0.65
5905,实时推理任务,1288,1,319,高,区域A,20,1294,1288,不可抢占,5.316666666666666
5906,批量推理任务,1457,8,314,中,区域C,80,2406,1457,不可抢占,5.233333333333333
5907,实时推理任务,398,4,88,高,区域B,20,400,398,不可抢占,1.4666666666666666
5908,批量推理任务,1668,22,224,中,区域E,80,2406,1668,不可抢占,3.7333333333333334
5909,人工智能训练任务,2062,94,112,低,区域F,150,2406,2062,不可抢占,1.8666666666666667
5910,实时推理任务,2056,7,323,高,区域A,20,2062,2056,不可抢占,5.383333333333334
5911,实时推理任务,97,7,141,高,区域A,20,100,97,不可抢占,2.35
5912,人工智能训练任务,1565,126,344,低,区域D,150,2406,1565,不可抢占,5.733333333333333
5913,批量推理任务,153,6,47,中,区域D,80,2406,153,不可抢占,0.7833333333333333
5914,批量推理任务,660,4,126,中,区域D,80,2406,660,不可抢占,2.1
5915,实时推理任务,1896,1,145,高,区域C,20,1899,1896,不可抢占,2.4166666666666665
5916,实时推理任务,382,2,303,高,区域A,20,388,382,不可抢占,5.05
5917,人工智能训练任务,948,25,302,低,区域D,150,2406,948,不可抢占,5.033333333333333
5918,实时推理任务,576,2,58,高,区域A,20,577,576,不可抢占,0.9666666666666667
5919,人工智能训练任务,659,29,172,低,区域D,150,2406,659,不可抢占,2.8666666666666667
5920,人工智能训练任务,2114,44,91,低,区域E,150,2406,2114,不可抢占,1.5166666666666666
5921,人工智能训练任务,2143,59,282,低,区域F,150,2406,2143,不可抢占,4.7
5922,批量推理任务,1832,13,287,中,区域F,80,2406,1832,不可抢占,4.783333333333333
5923,实时推理任务,1388,3,62,高,区域A,20,1390,1388,不可抢占,1.0333333333333334
5924,批量推理任务,1475,4,326,中,区域B,80,2406,1475,不可抢占,5.433333333333334
5925,人工智能训练任务,1764,115,263,低,区域D,150,2406,1764,不可抢占,4.383333333333334
5926,实时推理任务,1587,7,75,高,区域B,20,1589,1587,不可抢占,1.25
5927,实时推理任务,855,3,104,高,区域C,20,857,855,不可抢占,1.7333333333333334
5928,人工智能训练任务,307,124,159,低,区域F,150,2406,307,不可抢占,2.65
5929,实时推理任务,2322,7,140,高,区域F,20,2325,2322,不可抢占,2.3333333333333335
5930,人工智能训练任务,2037,102,390,低,区域D,150,2406,2037,不可抢占,6.5
5931,实时推理任务,61,5,130,高,区域A,20,64,61,不可抢占,2.1666666666666665
5932,实时推理任务,1267,7,27,高,区域B,20,1268,1267,不可抢占,0.45
5933,人工智能训练任务,357,56,152,低,区域E,150,2406,357,不可抢占,2.533333333333333
5934,批量推理任务,385,8,270,中,区域E,80,2406,385,不可抢占,4.5
5935,批量推理任务,1284,10,338,中,区域F,80,2406,1284,不可抢占,5.633333333333334
5936,实时推理任务,1210,7,19,高,区域A,20,1211,1210,不可抢占,0.31666666666666665
5937,实时推理任务,279,6,333,高,区域A,20,285,279,不可抢占,5.55
5938,批量推理任务,2361,9,87,中,区域B,80,2406,2361,不可抢占,1.45
5939,批量推理任务,1447,12,118,中,区域C,80,2406,1447,不可抢占,1.9666666666666666
5940,实时推理任务,291,3,338,高,区域C,20,297,291,不可抢占,5.633333333333334
5941,实时推理任务,1887,3,350,高,区域C,20,1893,1887,不可抢占,5.833333333333333
5942,批量推理任务,1938,6,94,中,区域F,80,2406,1938,不可抢占,1.5666666666666667
5943,批量推理任务,1810,13,311,中,区域A,80,2406,1810,不可抢占,5.183333333333334
5944,人工智能训练任务,575,74,271,低,区域D,150,2406,575,不可抢占,4.516666666666667
5945,实时推理任务,2329,2,128,高,区域B,20,2332,2329,不可抢占,2.1333333333333333
5946,批量推理任务,162,11,198,中,区域D,80,2406,162,不可抢占,3.3
5947,批量推理任务,1174,7,333,中,区域D,80,2406,1174,不可抢占,5.55
5948,批量推理任务,1675,8,325,中,区域F,80,2406,1675,不可抢占,5.416666666666667
5949,人工智能训练任务,528,99,246,低,区域A,150,2406,528,不可抢占,4.1
5950,批量推理任务,1502,21,226,中,区域B,80,2406,1502,不可抢占,3.7666666666666666
5951,人工智能训练任务,1284,80,344,低,区域D,150,2406,1284,不可抢占,5.733333333333333
5952,批量推理任务,341,5,383,中,区域C,80,2406,341,不可抢占,6.383333333333334
5953,人工智能训练任务,1692,52,351,低,区域E,150,2406,1692,不可抢占,5.85
5954,人工智能训练任务,1843,20,48,低,区域F,150,2406,1843,不可抢占,0.8
5955,批量推理任务,174,6,327,中,区域F,80,2406,174,不可抢占,5.45
5956,人工智能训练任务,233,103,257,低,区域C,150,2406,233,不可抢占,4.283333333333333
5957,人工智能训练任务,1002,82,294,低,区域D,150,2406,1002,不可抢占,4.9
5958,人工智能训练任务,2297,89,96,低,区域D,150,2406,2297,不可抢占,1.6
5959,实时推理任务,633,7,110,高,区域B,20,635,633,不可抢占,1.8333333333333333
5960,实时推理任务,1190,4,77,高,区域C,20,1192,1190,不可抢占,1.2833333333333334
5961,批量推理任务,648,23,279,中,区域E,80,2406,648,不可抢占,4.65
5962,人工智能训练任务,1635,59,232,低,区域A,150,2406,1635,不可抢占,3.8666666666666667
5963,实时推理任务,913,1,293,高,区域A,20,918,913,不可抢占,4.883333333333334
5964,批量推理任务,1893,12,259,中,区域B,80,2406,1893,不可抢占,4.316666666666666
5965,人工智能训练任务,382,110,126,低,区域D,150,2406,382,不可抢占,2.1
5966,批量推理任务,1908,16,19,中,区域D,80,2406,1908,不可抢占,0.31666666666666665
5967,批量推理任务,2191,19,212,中,区域E,80,2406,2191,不可抢占,3.533333333333333
5968,批量推理任务,446,23,229,中,区域F,80,2406,446,不可抢占,3.816666666666667
5969,实时推理任务,738,5,344,高,区域A,20,744,738,不可抢占,5.733333333333333
5970,人工智能训练任务,443,75,307,低,区域D,150,2406,443,不可抢占,5.116666666666666
5971,批量推理任务,1774,23,374,中,区域C,80,2406,1774,不可抢占,6.233333333333333
5972,实时推理任务,1644,1,165,高,区域B,20,1647,1644,不可抢占,2.75
5973,批量推理任务,264,9,280,中,区域D,80,2406,264,不可抢占,4.666666666666667
5974,批量推理任务,1402,7,24,中,区域E,80,2406,1402,不可抢占,0.4
5975,人工智能训练任务,1991,125,340,低,区域A,150,2406,1991,不可抢占,5.666666666666667
5976,实时推理任务,1950,7,235,高,区域A,20,1954,1950,不可抢占,3.9166666666666665
5977,实时推理任务,1140,4,231,高,区域A,20,1144,1140,不可抢占,3.85
5978,批量推理任务,156,16,294,中,区域C,80,2406,156,不可抢占,4.9
5979,人工智能训练任务,637,68,194,低,区域E,150,2406,637,不可抢占,3.2333333333333334
5980,批量推理任务,596,21,121,中,区域E,80,2406,596,不可抢占,2.0166666666666666
