到达小时,任务类型,图形处理器总需求
992,批量推理任务,176
993,人工智能训练任务,437
993,实时推理任务,23
993,批量推理任务,69
994,人工智能训练任务,188
994,实时推理任务,44
994,批量推理任务,58
995,人工智能训练任务,121
995,实时推理任务,31
995,批量推理任务,63
996,人工智能训练任务,413
996,实时推理任务,13
996,批量推理任务,165
997,人工智能训练任务,138
997,实时推理任务,26
997,批量推理任务,82
998,人工智能训练任务,551
998,实时推理任务,48
998,批量推理任务,140
999,人工智能训练任务,594
999,实时推理任务,27
999,批量推理任务,110
1000,人工智能训练任务,375
1000,实时推理任务,21
1000,批量推理任务,192
1001,人工智能训练任务,639
1001,实时推理任务,47
1001,批量推理任务,70
1002,人工智能训练任务,930
1002,实时推理任务,28
1002,批量推理任务,54
1003,人工智能训练任务,319
1003,实时推理任务,31
1003,批量推理任务,82
1004,人工智能训练任务,426
1004,实时推理任务,17
1004,批量推理任务,47
1005,人工智能训练任务,629
1005,实时推理任务,13
1005,批量推理任务,158
1006,人工智能训练任务,569
1006,实时推理任务,62
1006,批量推理任务,70
1007,人工智能训练任务,282
1007,实时推理任务,31
1007,批量推理任务,123
1008,人工智能训练任务,428
1008,实时推理任务,34
1008,批量推理任务,50
1009,人工智能训练任务,622
1009,实时推理任务,30
1009,批量推理任务,90
1010,人工智能训练任务,681
1010,实时推理任务,15
1010,批量推理任务,126
1011,人工智能训练任务,589
1011,实时推理任务,21
1011,批量推理任务,132
1012,人工智能训练任务,527
1012,实时推理任务,41
1012,批量推理任务,86
1013,人工智能训练任务,429
1013,实时推理任务,32
1013,批量推理任务,81
1014,人工智能训练任务,595
1014,实时推理任务,14
1014,批量推理任务,109
1015,人工智能训练任务,287
1015,实时推理任务,24
1015,批量推理任务,24
1016,人工智能训练任务,602
1016,实时推理任务,58
1016,批量推理任务,165
1017,人工智能训练任务,372
1017,实时推理任务,39
1017,批量推理任务,112
1018,人工智能训练任务,390
1018,实时推理任务,36
1018,批量推理任务,159
1019,人工智能训练任务,583
1019,实时推理任务,32
1019,批量推理任务,110
1020,人工智能训练任务,219
1020,实时推理任务,26
1020,批量推理任务,120
1021,人工智能训练任务,315
1021,实时推理任务,14
1021,批量推理任务,137
1022,人工智能训练任务,488
1022,实时推理任务,51
1022,批量推理任务,58
1023,人工智能训练任务,427
1023,实时推理任务,46
1023,批量推理任务,105
1024,人工智能训练任务,861
1024,实时推理任务,42
1024,批量推理任务,108
1025,人工智能训练任务,892
1025,实时推理任务,34
1025,批量推理任务,60
1026,人工智能训练任务,917
1026,实时推理任务,10
1026,批量推理任务,115
1027,人工智能训练任务,462
1027,实时推理任务,8
1027,批量推理任务,112
1028,人工智能训练任务,380
1028,实时推理任务,43
1028,批量推理任务,80
1029,人工智能训练任务,351
1029,实时推理任务,25
1029,批量推理任务,84
1030,人工智能训练任务,272
1030,实时推理任务,23
1030,批量推理任务,82
1031,人工智能训练任务,352
1031,实时推理任务,48
1031,批量推理任务,36
1032,人工智能训练任务,810
1032,实时推理任务,21
1032,批量推理任务,125
1033,人工智能训练任务,448
1033,实时推理任务,29
1033,批量推理任务,116
1034,人工智能训练任务,584
1034,实时推理任务,29
1034,批量推理任务,44
1035,人工智能训练任务,605
1035,实时推理任务,46
1035,批量推理任务,61
1036,人工智能训练任务,595
1036,实时推理任务,12
1036,批量推理任务,115
1037,人工智能训练任务,272
1037,实时推理任务,10
1037,批量推理任务,28
1038,实时推理任务,36
1038,批量推理任务,80
1039,人工智能训练任务,399
1039,实时推理任务,25
1039,批量推理任务,65
1040,人工智能训练任务,587
1040,实时推理任务,13
1040,批量推理任务,27
1041,人工智能训练任务,494
1041,实时推理任务,31
1041,批量推理任务,85
1042,人工智能训练任务,400
1042,实时推理任务,40
1042,批量推理任务,56
1043,人工智能训练任务,446
1043,实时推理任务,45
1043,批量推理任务,78
1044,人工智能训练任务,557
1044,实时推理任务,9
1044,批量推理任务,80
1045,人工智能训练任务,486
1045,实时推理任务,41
1045,批量推理任务,143
1046,人工智能训练任务,492
1046,实时推理任务,50
1046,批量推理任务,108
1047,人工智能训练任务,743
1047,实时推理任务,50
1047,批量推理任务,38
1048,人工智能训练任务,296
1048,实时推理任务,53
1048,批量推理任务,76
1049,人工智能训练任务,364
1049,实时推理任务,43
1049,批量推理任务,31
1050,人工智能训练任务,584
1050,实时推理任务,6
1050,批量推理任务,96
1051,人工智能训练任务,353
1051,实时推理任务,13
1051,批量推理任务,98
1052,人工智能训练任务,165
1052,实时推理任务,17
1052,批量推理任务,143
1053,人工智能训练任务,868
1053,实时推理任务,24
1053,批量推理任务,148
1054,人工智能训练任务,559
1054,实时推理任务,23
1054,批量推理任务,99
1055,人工智能训练任务,446
1055,实时推理任务,28
1055,批量推理任务,71
1056,人工智能训练任务,562
1056,实时推理任务,16
1056,批量推理任务,108
1057,人工智能训练任务,414
1057,实时推理任务,47
1057,批量推理任务,194
1058,人工智能训练任务,270
1058,实时推理任务,36
1058,批量推理任务,68
1059,人工智能训练任务,573
1059,实时推理任务,42
1059,批量推理任务,121
1060,人工智能训练任务,377
1060,实时推理任务,7
1060,批量推理任务,84
1061,人工智能训练任务,381
1061,实时推理任务,40
1061,批量推理任务,87
1062,人工智能训练任务,226
1062,实时推理任务,26
1062,批量推理任务,40
1063,人工智能训练任务,596
1063,实时推理任务,42
1063,批量推理任务,141
1064,人工智能训练任务,288
1064,实时推理任务,18
1064,批量推理任务,69
1065,人工智能训练任务,335
1065,实时推理任务,32
1065,批量推理任务,122
1066,人工智能训练任务,395
1066,实时推理任务,45
1066,批量推理任务,111
1067,人工智能训练任务,331
1067,实时推理任务,19
1067,批量推理任务,124
1068,人工智能训练任务,365
1068,实时推理任务,30
1068,批量推理任务,160
1069,人工智能训练任务,514
1069,实时推理任务,37
1069,批量推理任务,124
1070,人工智能训练任务,305
1070,实时推理任务,27
1070,批量推理任务,57
1071,人工智能训练任务,639
1071,实时推理任务,36
1071,批量推理任务,111
1072,人工智能训练任务,798
1072,实时推理任务,46
1072,批量推理任务,134
1073,人工智能训练任务,258
1073,实时推理任务,33
1073,批量推理任务,89
1074,人工智能训练任务,494
1074,实时推理任务,30
1074,批量推理任务,59
1075,人工智能训练任务,372
1075,实时推理任务,59
1075,批量推理任务,74
1076,人工智能训练任务,824
1076,实时推理任务,31
1076,批量推理任务,128
1077,人工智能训练任务,439
1077,实时推理任务,8
1077,批量推理任务,72
1078,人工智能训练任务,456
1078,实时推理任务,24
1078,批量推理任务,45
1079,人工智能训练任务,550
1079,实时推理任务,20
1079,批量推理任务,121
1080,人工智能训练任务,244
1080,实时推理任务,49
1080,批量推理任务,76
1081,人工智能训练任务,354
1081,实时推理任务,12
1081,批量推理任务,98
1082,人工智能训练任务,297
1082,实时推理任务,26
1082,批量推理任务,40
1083,人工智能训练任务,512
1083,实时推理任务,56
1083,批量推理任务,47
1084,人工智能训练任务,433
1084,实时推理任务,14
1084,批量推理任务,111
1085,人工智能训练任务,404
1085,实时推理任务,18
1085,批量推理任务,75
1086,人工智能训练任务,777
1086,实时推理任务,39
1086,批量推理任务,82
1087,人工智能训练任务,293
1087,实时推理任务,31
1087,批量推理任务,44
1088,人工智能训练任务,606
1088,实时推理任务,18
1088,批量推理任务,37
1089,人工智能训练任务,766
1089,实时推理任务,16
1089,批量推理任务,66
1090,人工智能训练任务,599
1090,实时推理任务,40
1090,批量推理任务,44
1091,人工智能训练任务,434
1091,实时推理任务,24
1091,批量推理任务,58
1092,人工智能训练任务,541
1092,实时推理任务,7
1092,批量推理任务,86
1093,人工智能训练任务,662
1093,实时推理任务,14
1093,批量推理任务,71
1094,人工智能训练任务,417
1094,实时推理任务,26
1094,批量推理任务,94
1095,人工智能训练任务,528
1095,实时推理任务,19
1095,批量推理任务,70
1096,人工智能训练任务,513
1096,实时推理任务,48
1096,批量推理任务,119
1097,人工智能训练任务,50
1097,实时推理任务,49
1097,批量推理任务,104
1098,人工智能训练任务,358
1098,实时推理任务,18
1098,批量推理任务,152
1099,人工智能训练任务,625
1099,实时推理任务,21
1099,批量推理任务,111
1100,人工智能训练任务,588
1100,实时推理任务,41
1100,批量推理任务,115
1101,人工智能训练任务,602
1101,实时推理任务,11
1101,批量推理任务,148
1102,人工智能训练任务,261
1102,实时推理任务,31
1102,批量推理任务,81
1103,人工智能训练任务,812
1103,实时推理任务,16
1103,批量推理任务,158
1104,人工智能训练任务,525
1104,实时推理任务,24
1104,批量推理任务,87
1105,人工智能训练任务,209
1105,实时推理任务,39
1105,批量推理任务,34
1106,人工智能训练任务,523
1106,实时推理任务,18
1106,批量推理任务,72
1107,人工智能训练任务,706
1107,实时推理任务,33
1107,批量推理任务,155
1108,人工智能训练任务,695
1108,实时推理任务,43
1108,批量推理任务,95
1109,人工智能训练任务,391
1109,实时推理任务,16
1109,批量推理任务,84
1110,人工智能训练任务,336
1110,实时推理任务,23
1110,批量推理任务,120
1111,人工智能训练任务,484
1111,实时推理任务,19
1111,批量推理任务,141
1112,人工智能训练任务,743
1112,实时推理任务,20
1112,批量推理任务,119
1113,人工智能训练任务,594
1113,实时推理任务,18
1113,批量推理任务,97
1114,人工智能训练任务,695
1114,实时推理任务,29
1114,批量推理任务,83
1115,人工智能训练任务,296
1115,实时推理任务,33
1115,批量推理任务,54
1116,人工智能训练任务,674
1116,实时推理任务,31
1116,批量推理任务,191
