调度时段编号,区域编号,电价时段,购电价格,售电价格,碳强度,人工智能训练任务功率,图形处理器利用率,可用新能源出力,直接消纳新能源,新能源充电功率,弃风弃光功率,信息技术侧负荷,设施侧总负荷,电网购电功率,电网充电功率,外送售电功率,净购电功率,碳排放量,需求响应等级,储能荷电状态,储能充电功率,储能放电功率,基准人工智能信息技术负荷,非人工智能信息技术负荷,数据时段
253,区域A,平,735.09,0.0,0.5697,22.4,35.148148,1012.13,70.5131,0.0,941.6169,350.602,473.3127,402.7996,0.0,0.0,402.7996,229.4749,中,350.0,0.0,0.0,30.0966666667,320.505333,主时域0_2399
253,区域B,平,704.46,0.0,0.5329,14.24,28.512821,1012.13,82.663,0.0,929.467,342.12,461.862,379.199,0.0,0.0,379.199,202.0751,中,320.0,0.0,0.0,21.604,320.516,主时域0_2399
253,区域C,平,684.05,0.0,0.5054,17.76,32.503086,1012.13,94.5124,0.0,917.6176,327.725,452.2605,357.7481,0.0,0.0,357.7481,180.8059,中,300.0,0.0,0.0,23.4813333333,304.243667,主时域0_2399
253,区域D,平,439.01,342.43,0.3859,132.2533333333,64.103261,1012.13,181.3631,0.0,650.7669,338.18,432.8704,251.5073,0.0,180.0,71.5073,97.0567,低,900.0,0.0,0.0,143.875,194.305,主时域0_2399
253,区域E,平,387.97,302.62,0.2022,35.728,27.903491,1012.13,306.2861,0.0,485.8439,338.5,423.125,116.8389,0.0,220.0,-103.1611,23.6248,低,820.0,0.0,0.0,41.5606666667,296.939333,主时域0_2399
253,区域F,平,408.39,318.54,0.2389,79.0746666667,59.140787,1012.13,200.9838,0.0,591.1462,315.221,400.3307,199.3469,0.0,220.0,-20.6531,47.624,低,850.0,0.0,0.0,86.683,228.538,主时域0_2399
254,区域A,平,734.74,0.0,0.5707,22.4,37.293651,950.0,67.0498,0.0,882.9502,331.11,446.9985,379.9487,0.0,0.0,379.9487,216.8367,低,350.0,0.0,0.0,31.1966666667,299.913333,主时域0_2399
254,区域B,平,704.13,0.0,0.5339,14.24,26.811966,950.0,73.1017,0.0,876.8983,300.83,406.1205,333.0188,0.0,0.0,333.0188,177.7987,低,320.0,0.0,0.0,20.5936666667,280.236333,主时域0_2399
254,区域C,平,683.72,0.0,0.5063,15.16,31.984568,950.0,88.7889,0.0,861.2111,306.38,422.8044,334.0155,0.0,0.0,334.0155,169.112,低,300.0,0.0,0.0,22.1526666667,284.227333,主时域0_2399
254,区域D,平,438.8,342.26,0.3866,103.3813333333,49.6875,950.0,170.9192,0.0,599.0808,317.93,406.9504,236.0312,0.0,180.0,56.0312,91.2497,低,900.0,0.0,0.0,111.8866666667,206.043333,主时域0_2399
254,区域E,平,387.78,302.47,0.2025,23.592,18.42556,950.0,277.0103,0.0,452.9897,313.944,392.43,115.4197,0.0,220.0,-104.5803,23.3725,低,820.0,0.0,0.0,27.4336666667,286.510333,主时域0_2399
254,区域F,平,408.19,318.39,0.2393,53.52,44.052795,950.0,194.4624,0.0,535.5376,306.24,388.9248,194.4624,0.0,220.0,-25.5376,46.5349,低,850.0,0.0,0.0,62.445,243.795,主时域0_2399
255,区域A,平,734.39,0.0,0.575,42.72,58.206349,877.65,57.2096,0.0,820.4404,284.455,384.0142,326.8046,0.0,0.0,326.8046,187.9127,低,350.0,0.0,0.0,51.886,232.569,主时域0_2399
255,区域B,平,703.79,0.0,0.5379,49.872,64.760684,877.65,71.2586,0.0,806.3914,294.92,398.142,326.8834,0.0,0.0,326.8834,175.8306,低,320.0,0.0,0.0,56.03,238.89,主时域0_2399
255,区域C,平,683.39,0.0,0.51,13.76,28.462963,877.65,83.8486,0.0,793.8014,290.748,401.2322,317.3836,0.0,0.0,317.3836,161.8656,低,300.0,0.0,0.0,19.836,270.912,主时域0_2399
255,区域D,平,438.6,342.11,0.3895,90.6906666667,42.455842,877.65,153.8191,0.0,543.8309,286.82,367.1296,213.3105,0.0,180.0,33.3105,83.0844,低,900.0,0.0,0.0,96.504,190.316,主时域0_2399
255,区域E,平,387.6,302.33,0.204,14.2053333333,11.935112,877.65,252.7919,0.0,404.8581,298.597,373.2462,120.4543,0.0,220.0,-99.5457,24.5727,低,820.0,0.0,0.0,17.3453333333,281.251667,主时域0_2399
255,区域F,平,408.0,318.24,0.2411,40.8906666667,37.325742,877.65,177.3481,0.0,480.3019,278.151,353.2518,175.9037,0.0,220.0,-44.0963,42.4104,低,850.0,0.0,0.0,51.2106666667,226.940333,主时域0_2399
256,区域A,平,734.04,0.0,0.5822,36.976,54.690476,800.0,47.442,0.0,752.558,240.732,324.9882,277.5462,0.0,0.0,277.5462,161.5874,低,350.0,0.0,0.0,47.5156666667,193.216333,主时域0_2399
256,区域B,平,703.46,0.0,0.5446,39.2,52.464387,800.0,59.3743,0.0,740.6257,249.919,337.3907,278.0164,0.0,0.0,278.0164,151.4077,低,320.0,0.0,0.0,44.7933333333,205.125667,主时域0_2399
256,区域C,平,683.07,0.0,0.5164,17.92,31.432099,800.0,73.5193,0.0,726.4807,258.64,356.9232,283.4039,0.0,0.0,283.4039,146.3498,低,300.0,0.0,0.0,23.2793333333,235.360667,主时域0_2399
256,区域D,平,438.39,341.94,0.3944,97.2533333333,43.709239,800.0,134.5621,0.0,485.4379,252.72,323.4816,188.9195,0.0,180.0,8.9195,74.5098,低,900.0,0.0,0.0,100.81,151.91,主时域0_2399
256,区域E,平,387.41,302.18,0.2066,12.8,10.662055,800.0,197.544,0.0,382.456,246.93,308.6625,111.1185,0.0,220.0,-108.8815,22.9571,低,820.0,0.0,0.0,15.53,231.4,主时域0_2399
256,区域F,平,407.8,318.08,0.2441,31.52,28.802622,800.0,169.3447,0.0,410.6553,262.465,333.3305,163.9858,0.0,220.0,-56.0142,40.0289,低,850.0,0.0,0.0,39.6146666667,222.850333,主时域0_2399
257,区域A,峰,1063.86,0.0,0.5917,27.8133333333,40.97619,722.35,40.2398,0.0,682.1102,211.08,284.958,199.7182,0.0,0.0,199.7182,118.1732,中,301.087,0.0,45.0,35.377,175.703,主时域0_2399
257,区域B,峰,1019.53,0.0,0.5536,30.4186666667,45.125356,722.35,51.9182,0.0,670.4318,224.62,303.237,210.8188,0.0,0.0,210.8188,116.7093,中,275.9783,0.0,40.5,37.254,187.366,主时域0_2399
257,区域C,峰,989.98,0.0,0.5249,18.4906666667,31.679012,722.35,65.4339,0.0,656.9161,235.65,325.197,221.5131,0.0,0.0,221.5131,116.2722,中,258.4239,0.0,38.25,23.8106666667,211.839333,主时域0_2399
257,区域D,峰,635.36,495.58,0.4009,122.4666666667,53.569973,722.35,129.1038,0.0,413.2462,245.28,313.9584,2.8546,0.0,180.0,-177.1454,1.1444,中,704.3011,0.0,182.0,124.76,120.52,主时域0_2399
257,区域E,峰,561.48,437.95,0.21,24.96,15.879447,722.35,182.3544,0.0,319.9956,244.53,305.6625,0.0,0.0,220.0,-220.0,0.0,中,687.4107,0.0,123.3081,25.422,219.108,主时域0_2399
257,区域F,峰,591.03,461.0,0.2481,23.6533333333,20.457212,722.35,158.6438,0.0,343.7062,241.35,306.5145,0.0,0.0,220.0,-220.0,0.0,中,690.9993,0.0,147.8707,28.6316666667,212.718333,主时域0_2399
258,区域A,峰,1063.36,0.0,0.603,23.3786666667,36.828042,650.0,43.339,0.0,606.661,237.8,321.03,232.691,0.0,0.0,232.691,140.3126,中,252.1739,0.0,45.0,30.9706666667,206.829333,主时域0_2399
258,区域B,峰,1019.05,0.0,0.5641,30.4853333333,45.509972,650.0,53.5536,0.0,596.4464,240.42,324.567,230.5134,0.0,0.0,230.5134,130.0326,中,231.9565,0.0,40.5,37.4066666667,203.013333,主时域0_2399
258,区域C,峰,989.52,0.0,0.5349,8.944,21.324074,650.0,61.8365,0.0,588.1635,229.79,317.1102,217.0237,0.0,0.0,217.0237,116.086,中,216.8478,0.0,38.25,14.56,215.23,主时域0_2399
258,区域D,峰,635.06,495.35,0.4085,134.6106666667,60.024909,650.0,128.0552,0.0,341.9448,247.02,316.1856,6.1304,0.0,180.0,-173.8696,2.5043,中,508.6022,0.0,182.0,138.704,108.316,主时域0_2399
258,区域E,峰,561.22,437.75,0.214,63.4986666667,42.98913,650.0,168.1831,0.0,261.8169,244.63,305.7875,0.0,0.0,220.0,-220.0,0.0,中,539.449,0.0,137.6044,67.177,177.453,主时域0_2399
258,区域F,峰,590.76,460.79,0.2529,12.96,14.906832,650.0,145.5915,0.0,284.4085,216.3,274.701,0.0,0.0,220.0,-220.0,0.0,中,552.1719,0.0,129.1095,19.26,197.04,主时域0_2399
259,区域A,峰,1062.87,0.0,0.6152,20.32,31.383598,587.87,40.1142,0.0,547.7558,232.57,313.9695,228.8553,0.0,0.0,228.8553,140.7918,中,203.2609,0.0,45.0,26.6973333333,205.872667,主时域0_2399
259,区域B,峰,1018.58,0.0,0.5755,9.632,30.792023,587.87,50.0742,0.0,537.7958,235.11,317.3985,226.8243,0.0,0.0,226.8243,130.5374,中,187.9348,0.0,40.5,20.7266666667,214.383333,主时域0_2399
259,区域C,峰,989.06,0.0,0.5457,18.88,38.660494,587.87,54.6292,0.0,533.2408,210.83,290.9454,198.0662,0.0,0.0,198.0662,108.0847,中,175.2717,0.0,38.25,27.5413333333,183.288667,主时域0_2399
259,区域D,峰,634.77,495.12,0.4167,135.7333333333,62.101449,587.87,119.5407,0.0,288.3293,234.79,300.5312,0.0,0.0,180.0,-180.0,0.0,中,313.9887,0.0,180.9905,142.1933333333,92.596667,主时域0_2399
259,区域E,峰,560.96,437.55,0.2183,60.272,41.274704,587.87,143.8181,0.0,224.0519,209.19,261.4875,0.0,0.0,220.0,-220.0,0.0,中,412.9227,0.0,117.6694,64.072,145.118,主时域0_2399
259,区域F,峰,590.48,460.57,0.258,29.344,25.434783,587.87,161.1628,0.0,206.7072,233.07,295.9989,0.0,0.0,220.0,-220.0,0.0,中,407.1868,0.0,134.8361,35.574,197.496,主时域0_2399
260,区域A,峰,1062.38,0.0,0.6274,43.216,61.611111,540.19,40.7009,0.0,499.4891,251.24,339.174,253.4731,0.0,0.0,253.4731,159.029,中,154.3478,0.0,45.0,53.76,197.48,主时域0_2399
260,区域B,峰,1018.11,0.0,0.5869,0.0,19.527066,540.19,51.0664,0.0,489.1236,252.18,340.443,248.8766,0.0,0.0,248.8766,146.0656,中,143.913,0.0,40.5,10.5526666667,241.627333,主时域0_2399
260,区域C,峰,988.6,0.0,0.5565,18.88,35.654321,540.19,59.0,0.0,481.19,237.52,327.7776,230.5276,0.0,0.0,230.5276,128.2886,中,133.6957,0.0,38.25,26.1333333333,211.386667,主时域0_2399
260,区域D,峰,634.48,494.89,0.425,137.0293333333,64.882246,540.19,120.417,0.0,239.773,241.22,308.7616,6.3446,0.0,180.0,-173.6554,2.6964,中,118.2897,0.0,182.0,146.7726666667,94.447333,主时域0_2399
260,区域E,峰,560.7,437.35,0.2226,48.6293333333,36.885705,540.19,184.9375,0.0,159.8636,269.0,336.25,0.0,0.0,195.3889,-195.3889,0.0,中,250.2211,0.0,151.3125,55.2836666667,213.716333,主时域0_2399
260,区域F,峰,590.21,460.36,0.2631,28.6613333333,24.63078,540.19,178.0987,0.0,162.9411,250.42,318.0334,0.0,0.0,199.1502,-199.1502,0.0,中,256.7194,0.0,139.9347,34.5413333333,215.878667,主时域0_2399
261,区域A,峰,1061.9,0.0,0.6387,37.12,54.296296,510.22,42.8296,0.0,467.3904,264.38,356.913,269.0834,0.0,0.0,269.0834,171.8636,中,105.4348,0.0,45.0,47.1153333333,217.264667,主时域0_2399
261,区域B,峰,1017.65,0.0,0.5975,0.0,17.145299,510.22,54.2903,0.0,455.9298,268.1,361.935,267.1447,0.0,0.0,267.1447,159.619,中,99.8913,0.0,40.5,8.964,259.136,主时域0_2399
261,区域C,峰,988.15,0.0,0.5666,10.0693333333,34.228395,510.22,68.3646,0.0,441.8554,275.22,379.8036,273.189,0.0,0.0,273.189,154.7889,中,92.1196,0.0,38.25,21.78,253.44,主时域0_2399
261,区域D,峰,634.19,494.67,0.4326,108.416,52.153533,510.22,124.7616,0.0,205.4584,255.0,326.4,175.3289,0.0,180.0,-4.6711,75.8473,中,90.0,0.0,26.3095,117.422,137.578,主时域0_2399
261,区域E,峰,560.45,437.15,0.2266,42.5413333333,31.964756,510.22,173.0781,0.0,151.7138,251.75,314.6875,0.0,0.0,185.428,-185.428,0.0,中,97.953,0.0,141.6094,48.0893333333,203.660667,主时域0_2399
261,区域F,峰,589.94,460.15,0.2678,22.744,26.987578,510.22,202.0999,0.0,138.654,276.5,351.155,0.0,0.0,169.466,-169.466,0.0,中,96.4451,0.0,149.0551,34.599,241.901,主时域0_2399
262,区域A,平,658.81,0.0,0.6483,44.32,60.185185,500.0,44.8675,54.6159,400.5166,276.96,373.896,329.0285,0.0,0.0,329.0285,213.3092,低,156.2276,54.6159,0.0,53.8373333333,223.122667,主时域0_2399
262,区域B,平,631.36,0.0,0.6065,0.0,19.920228,500.0,55.3939,49.5,395.1061,273.55,369.2925,313.8986,0.0,0.0,313.8986,190.3795,低,145.9263,49.5,0.0,10.8773333333,262.672667,主时域0_2399
262,区域C,平,613.06,0.0,0.5751,0.0,22.654321,500.0,67.7138,46.75,385.5362,272.6,376.188,308.4742,0.0,0.0,308.4742,177.4035,低,135.5971,46.75,0.0,11.6346666667,260.965333,主时域0_2399
262,区域D,平,393.46,306.9,0.4392,96.424,47.638134,500.0,140.52,71.896,129.4128,292.75,374.72,234.2,0.0,158.1712,76.0288,102.8606,低,157.5822,71.896,0.0,106.2823333333,186.467667,主时域0_2399
262,区域E,平,347.71,271.21,0.23,41.984,31.09025,500.0,197.945,60.411,108.7398,287.92,359.9,161.955,0.0,132.9042,29.0508,37.2496,低,154.7393,60.411,0.0,47.0273333333,240.892667,主时域0_2399
262,区域F,平,366.01,285.49,0.2719,28.0,27.408558,500.0,227.8621,54.4276,97.9696,304.1,386.207,158.3449,0.0,119.7407,38.6042,43.054,低,147.607,54.4276,0.0,36.9766666667,267.123333,主时域0_2399
263,区域A,平,658.52,0.0,0.6555,44.32,56.010582,510.22,54.5292,54.6829,401.0079,336.6,454.41,399.8808,0.0,0.0,399.8808,262.1219,中,207.0827,54.6829,0.0,51.0253333333,285.574667,主时域0_2399
263,区域B,平,631.09,0.0,0.6132,0.0,20.834758,510.22,65.0673,49.5,395.6527,321.32,433.782,368.7147,0.0,0.0,368.7147,226.0959,低,191.9613,49.5,0.0,11.529,309.791,主时域0_2399
263,区域C,平,612.79,0.0,0.5815,14.72,30.462963,510.22,82.7147,46.75,380.7553,332.99,459.5262,376.8115,0.0,0.0,376.8115,219.1159,中,179.0746,46.75,0.0,21.308,311.682,主时域0_2399
263,区域D,平,393.29,306.77,0.4441,64.656,36.012228,510.22,153.0802,71.428,128.5703,324.29,415.0912,262.011,0.0,157.1415,104.8695,116.3591,低,224.7245,71.428,0.0,77.256,247.034,主时域0_2399
263,区域E,平,347.55,271.09,0.2326,32.568,24.461462,510.22,223.2794,57.3881,103.2986,324.77,405.9625,182.6831,0.0,126.2539,56.4292,42.4921,低,208.6842,57.3881,0.0,36.788,287.982,主时域0_2399
263,区域F,平,365.85,285.36,0.2749,57.432,47.777778,510.22,241.8117,53.6817,96.627,316.06,401.3962,159.5845,0.0,118.0997,41.4849,43.8698,低,198.0678,53.6817,0.0,67.6903333333,248.369667,主时域0_2399
264,区域A,谷,475.4,0.0,0.6598,18.8666666667,41.756614,540.19,56.7,55.0,428.49,350.0,472.5,433.8,18.0,0.0,433.8,286.2212,中,274.9727,73.0,0.0,32.3786666667,317.621333,主时域0_2399
264,区域B,谷,455.59,0.0,0.6173,11.52,28.897436,540.19,71.6647,49.5,419.0253,353.9,477.765,422.3002,16.2,0.0,422.3002,260.6859,中,253.0623,65.7,0.0,20.7426666667,333.157333,主时域0_2399
264,区域C,谷,442.38,0.0,0.5853,14.72,26.111111,540.19,89.5879,46.75,403.8521,360.66,497.7108,423.4229,15.3,0.0,423.4229,247.8294,中,236.7811,62.05,0.0,19.031,341.629,主时域0_2399
264,区域D,谷,283.92,221.46,0.447,56.2133333333,31.860281,540.19,176.7421,72.6896,130.8412,379.32,485.5296,371.1875,62.4,159.9171,211.2704,165.9208,低,351.7087,135.0896,0.0,67.9383333333,311.381667,主时域0_2399
264,区域E,谷,250.9,195.7,0.2341,30.5173333333,22.384717,540.19,242.1375,59.6105,107.2989,352.2,440.25,255.7125,57.6,131.1431,124.5694,59.8623,低,318.862,117.2105,0.0,33.9363333333,318.263667,主时域0_2399
264,区域F,谷,264.11,206.01,0.2767,39.68,35.248447,540.19,276.5557,52.7269,94.9084,355.84,451.9168,235.3611,60.0,115.9991,119.362,65.1244,低,304.031,112.7269,0.0,48.85,306.99,主时域0_2399
265,区域A,谷,475.19,0.0,0.6609,1.32,34.306878,587.87,65.2714,55.0,467.5986,402.91,543.9285,496.6571,18.0,0.0,496.6571,328.2407,中,342.8627,73.0,0.0,21.3283333333,381.581667,主时域0_2399
265,区域B,谷,455.39,0.0,0.6183,23.008,38.760684,587.87,77.9605,49.5,460.4095,384.99,519.7365,457.976,16.2,0.0,457.976,283.1666,中,314.1633,65.7,0.0,30.9046666667,354.085333,主时域0_2399
265,区域C,谷,442.19,0.0,0.5863,26.88,45.820988,587.87,95.398,46.75,445.722,384.05,529.989,449.891,15.3,0.0,449.891,263.7711,中,294.4876,62.05,0.0,34.0806666667,349.969333,主时域0_2399
265,区域D,谷,283.8,221.36,0.4477,99.2053333333,47.751359,587.87,170.7491,83.4242,153.6967,369.5,472.96,364.6109,62.4,180.0,184.6109,163.2363,低,488.7835,145.8242,0.0,107.492,262.008,主时域0_2399
265,区域E,谷,250.8,195.62,0.2345,29.28,18.544137,587.87,251.9413,67.1857,120.9343,366.46,458.075,263.7337,57.6,147.8087,115.9251,61.8456,低,436.1606,124.7857,0.0,29.7466666667,336.713333,主时域0_2399
265,区域F,谷,264.0,205.92,0.2772,39.064,33.010697,587.87,320.7571,53.4226,96.1607,408.71,519.0617,258.3046,60.0,117.5297,140.7749,71.602,低,410.6483,113.4226,0.0,46.5026666667,362.207333,主时域0_2399
266,区域A,谷,475.0,0.0,0.6586,0.0,31.566138,650.0,65.3184,0.0,584.6816,403.2,544.32,486.6762,7.6746,0.0,486.6762,320.5249,中,350.0,7.6746,0.0,18.7386666667,384.461333,主时域0_2399
266,区域B,谷,455.21,0.0,0.6161,19.6,41.059829,650.0,79.704,0.0,570.296,393.6,531.36,457.932,6.276,0.0,457.932,282.1319,中,320.0,6.276,0.0,30.916,362.684,主时域0_2399
266,区域C,谷,442.01,0.0,0.5843,18.7733333333,35.697531,650.0,96.5779,0.0,553.4221,388.8,536.544,445.8934,5.9273,0.0,445.8934,260.5355,中,300.0,5.9273,0.0,25.588,363.212,主时域0_2399
266,区域D,谷,283.68,221.27,0.4462,128.1813333333,59.995471,650.0,183.9099,93.218,192.8721,399.11,510.8608,389.3509,62.4,180.0,209.3509,173.7284,低,635.0644,155.618,0.0,136.3813333333,262.728667,主时域0_2399
266,区域E,谷,250.69,195.54,0.2337,102.24,63.142292,650.0,279.9844,74.0031,133.2056,407.25,509.0625,286.6781,57.6,162.8069,123.8713,66.9967,低,559.8676,131.6031,0.0,102.24,305.01,主时域0_2399
266,区域F,谷,263.89,205.83,0.2762,31.2666666667,28.60766,650.0,327.1962,64.5608,116.2094,415.54,527.7358,260.5396,60.0,142.0337,118.5059,71.961,低,527.7354,124.5608,0.0,39.36,376.18,主时域0_2399
267,区域A,谷,474.8,0.0,0.6531,0.0,30.449735,722.35,65.3184,0.0,657.0316,403.2,544.32,479.0016,0.0,0.0,479.0016,312.8359,中,350.0,0.0,0.0,18.3666666667,384.833333,主时域0_2399
267,区域B,谷,455.02,0.0,0.6109,28.8,53.162393,722.35,79.704,0.0,642.646,393.6,531.36,451.656,0.0,0.0,451.656,275.9167,中,320.0,0.0,0.0,41.18,352.42,主时域0_2399
267,区域C,谷,441.83,0.0,0.5793,14.72,30.820988,722.35,96.5779,0.0,625.7721,388.8,536.544,439.9661,0.0,0.0,439.9661,254.8724,中,300.0,0.0,0.0,21.432,367.368,主时域0_2399
267,区域D,谷,283.56,221.18,0.4424,88.264,41.008832,722.35,209.5708,102.5558,230.2234,453.51,580.4928,433.322,62.4,180.0,253.322,191.7017,低,790.1229,164.9558,0.0,93.464,360.046,主时域0_2399
267,区域E,谷,250.59,195.46,0.2317,120.64,74.505929,722.35,306.9275,83.0845,149.5521,446.44,558.05,308.7225,57.6,182.7859,125.9366,71.531,低,692.111,140.6845,0.0,120.64,325.8,主时域0_2399
267,区域F,谷,263.78,205.75,0.2739,43.392,32.681159,722.35,348.0211,74.8658,134.7584,443.45,563.1815,275.1604,60.0,164.7047,110.4557,75.3664,中,654.5092,134.8658,0.0,47.842,395.608,主时域0_2399
268,区域A,谷,474.62,0.0,0.6446,0.0,27.383598,800.0,65.3184,0.0,734.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,308.7644,中,350.0,0.0,0.0,16.5346666667,386.665333,主时域0_2399
268,区域B,谷,454.84,0.0,0.603,36.8,60.769231,800.0,79.704,0.0,720.296,393.6,531.36,451.656,0.0,0.0,451.656,272.3486,中,320.0,0.0,0.0,48.6443333333,344.955667,主时域0_2399
268,区域C,谷,441.66,0.0,0.5718,14.72,29.790123,800.0,96.5779,0.0,703.4221,388.8,536.544,439.9661,0.0,0.0,439.9661,251.5726,中,300.0,0.0,0.0,20.9026666667,367.897333,主时域0_2399
268,区域D,谷,283.45,221.09,0.4367,86.2266666667,40.075861,800.0,218.8216,54.4905,346.6879,469.63,601.1264,444.7048,62.4,180.0,264.7048,194.2026,低,900.0,116.8905,0.0,91.3266666667,378.303333,主时域0_2399
268,区域E,谷,250.49,195.38,0.2287,118.8906666667,74.413702,800.0,295.46,78.4521,206.0879,429.76,537.2,299.34,57.6,220.0,79.34,68.4591,低,820.0,136.0521,0.0,119.8906666667,309.869333,主时域0_2399
268,区域F,谷,263.68,205.67,0.2703,48.344,33.78882,800.0,354.2904,89.1419,160.4555,455.86,578.9422,284.6518,60.0,196.1122,88.5396,76.9414,中,794.7026,149.1419,0.0,50.769,405.091,主时域0_2399
269,区域A,谷,474.44,0.0,0.6338,0.0,26.010582,877.65,65.3184,0.0,812.3316,403.2,544.32,479.0016,0.0,0.0,479.0016,303.5912,中,350.0,0.0,0.0,15.6173333333,387.582667,主时域0_2399
269,区域B,谷,454.67,0.0,0.5929,29.9173333333,51.717949,877.65,79.704,0.0,797.946,393.6,531.36,451.656,0.0,0.0,451.656,267.7868,中,320.0,0.0,0.0,40.7306666667,352.869333,主时域0_2399
269,区域C,谷,441.49,0.0,0.5622,4.1706666667,15.5,877.65,96.5779,0.0,781.0721,388.8,536.544,439.9661,0.0,0.0,439.9661,247.3489,中,300.0,0.0,0.0,9.3613333333,379.438667,主时域0_2399
269,区域D,谷,283.34,221.01,0.4293,87.84,40.754076,877.65,219.6954,0.0,477.9546,465.41,595.7248,376.0294,0.0,180.0,196.0294,161.4294,低,900.0,0.0,0.0,92.93,372.48,主时域0_2399
269,区域E,谷,250.4,195.31,0.2249,106.704,66.887352,877.65,323.4825,0.0,334.1675,470.52,588.15,264.6675,0.0,220.0,44.6675,59.5237,中,820.0,0.0,0.0,107.704,362.816,主时域0_2399
269,区域F,谷,263.58,205.59,0.2658,61.7706666667,41.621808,877.65,348.8236,0.0,308.8264,455.93,579.0311,289.0345,58.827,220.0,69.0345,76.8254,中,850.0,58.827,0.0,63.3706666667,392.559333,主时域0_2399
270,区域A,谷,474.26,0.0,0.6212,3.7253333333,25.261905,950.0,65.3184,0.0,884.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,297.5558,中,350.0,0.0,0.0,16.5746666667,386.625333,主时域0_2399
270,区域B,谷,454.5,0.0,0.5812,32.4373333333,52.176638,950.0,79.704,0.0,870.296,393.6,531.36,451.656,0.0,0.0,451.656,262.5025,中,320.0,0.0,0.0,42.0373333333,351.562667,主时域0_2399
270,区域C,谷,441.33,0.0,0.5511,0.0,14.061728,950.0,96.5779,0.0,853.4221,388.8,536.544,439.9661,0.0,0.0,439.9661,242.4653,中,300.0,0.0,0.0,7.0146666667,381.785333,主时域0_2399
270,区域D,谷,283.24,220.93,0.4208,137.6906666667,61.276042,950.0,217.2768,0.0,552.7232,452.66,579.4048,362.128,0.0,180.0,182.128,152.3835,低,900.0,0.0,0.0,141.8323333333,310.827667,主时域0_2399
270,区域E,谷,250.3,195.23,0.2204,79.0213333333,52.06357,950.0,321.2413,0.0,408.7587,467.26,584.075,262.8338,0.0,220.0,42.8338,57.9286,中,820.0,0.0,0.0,82.3213333333,384.938667,主时域0_2399
270,区域F,谷,263.48,205.51,0.2605,73.12,50.724638,950.0,339.875,0.0,390.125,453.59,576.0593,236.1843,0.0,220.0,16.1843,61.526,中,850.0,0.0,0.0,76.32,377.27,主时域0_2399
271,区域A,平,729.37,0.0,0.6079,0.0,15.873016,1012.13,65.3184,0.0,946.8116,403.2,544.32,479.0016,0.0,0.0,479.0016,291.1851,中,350.0,0.0,0.0,9.3826666667,393.817333,主时域0_2399
271,区域B,平,698.98,0.0,0.5687,32.16,50.512821,1012.13,79.704,0.0,932.426,393.6,531.36,451.656,0.0,0.0,451.656,256.8568,中,320.0,0.0,0.0,41.1753333333,352.424667,主时域0_2399
271,区域C,平,678.72,0.0,0.5392,0.0,17.984568,1012.13,96.5779,0.0,915.5521,388.8,536.544,439.9661,0.0,0.0,439.9661,237.2297,中,300.0,0.0,0.0,9.2693333333,379.530667,主时域0_2399
271,区域D,平,435.6,339.77,0.4118,121.488,54.639946,1012.13,218.3231,0.0,613.8069,446.23,571.1744,352.8513,0.0,180.0,172.8513,145.3042,低,900.0,0.0,0.0,125.988,320.242,主时域0_2399
271,区域E,平,384.95,300.26,0.2157,93.2426666667,61.34058,1012.13,372.2706,0.0,419.8594,499.2,624.0,251.7294,0.0,220.0,31.7294,54.298,中,820.0,0.0,0.0,96.9426666667,402.257333,主时域0_2399
271,区域F,平,405.21,316.06,0.2549,101.9173333333,69.356453,1012.13,343.3725,0.0,448.7575,469.78,596.6206,253.2481,0.0,220.0,33.2481,64.5529,中,850.0,0.0,0.0,105.1173333333,364.662667,主时域0_2399
272,区域A,平,729.12,0.0,0.5945,0.0,14.44709,1059.81,65.3184,0.0,994.4916,403.2,544.32,479.0016,0.0,0.0,479.0016,284.7665,中,350.0,0.0,0.0,8.5413333333,394.658667,主时域0_2399
272,区域B,平,698.74,0.0,0.5562,26.1973333333,41.119658,1059.81,79.704,0.0,980.106,393.6,531.36,451.656,0.0,0.0,451.656,251.2111,中,320.0,0.0,0.0,33.2483333333,360.351667,主时域0_2399
