任务编号,任务类型,到达小时,图形处理器需求量,连续执行时长,延时敏感性,来源区域,最大网络时延,最晚完成小时,最早开工小时,执行模式
8193,人工智能训练任务,695,33,394,低,区域C,150,2406,695,不可抢占
8194,人工智能训练任务,1317,21,351,低,区域D,150,2406,1317,不可抢占
8195,批量推理任务,157,22,388,中,区域C,80,2406,157,不可抢占
8196,实时推理任务,425,5,82,高,区域B,20,427,425,不可抢占
8197,人工智能训练任务,957,62,293,低,区域F,150,2406,957,不可抢占
8198,实时推理任务,1561,6,129,高,区域D,20,1564,1561,不可抢占
8199,实时推理任务,2304,4,26,高,区域A,20,2305,2304,不可抢占
8200,实时推理任务,1587,2,217,高,区域A,20,1591,1587,不可抢占
8201,人工智能训练任务,490,89,308,低,区域D,150,2406,490,不可抢占
8202,实时推理任务,144,2,380,高,区域B,20,151,144,不可抢占
8203,人工智能训练任务,2234,40,375,低,区域E,150,2406,2234,不可抢占
8204,实时推理任务,81,7,93,高,区域C,20,83,81,不可抢占
8205,人工智能训练任务,1951,96,248,低,区域F,150,2406,1951,不可抢占
8206,人工智能训练任务,1581,61,291,低,区域C,150,2406,1581,不可抢占
8207,批量推理任务,1584,13,215,中,区域B,80,2406,1584,不可抢占
8208,批量推理任务,973,11,356,中,区域C,80,2406,973,不可抢占
8209,人工智能训练任务,2009,25,123,低,区域E,150,2406,2009,不可抢占
8210,人工智能训练任务,1024,94,351,低,区域E,150,2406,1024,不可抢占
8211,批量推理任务,1863,16,329,中,区域F,80,2406,1863,不可抢占
8212,批量推理任务,627,5,360,中,区域A,80,2406,627,不可抢占
8213,批量推理任务,2197,17,231,中,区域A,80,2406,2197,不可抢占
8214,批量推理任务,916,7,113,中,区域B,80,2406,916,不可抢占
8215,实时推理任务,1174,7,168,高,区域B,20,1177,1174,不可抢占
8216,人工智能训练任务,714,44,18,低,区域E,150,2406,714,不可抢占
8217,批量推理任务,1053,23,195,中,区域E,80,2406,1053,不可抢占
8218,实时推理任务,1507,7,66,高,区域E,20,1509,1507,不可抢占
8219,人工智能训练任务,85,31,340,低,区域C,150,2406,85,不可抢占
8220,批量推理任务,1228,11,284,中,区域B,80,2406,1228,不可抢占
8221,实时推理任务,174,6,197,高,区域B,20,178,174,不可抢占
8222,批量推理任务,1680,7,60,中,区域D,80,2406,1680,不可抢占
8223,人工智能训练任务,2217,95,319,低,区域E,150,2406,2217,不可抢占
8224,实时推理任务,1647,1,179,高,区域C,20,1650,1647,不可抢占
8225,实时推理任务,1445,1,349,高,区域A,20,1451,1445,不可抢占
8226,实时推理任务,1662,6,16,高,区域A,20,1663,1662,不可抢占
8227,批量推理任务,1711,17,21,中,区域B,80,2406,1711,不可抢占
8228,批量推理任务,1852,17,398,中,区域C,80,2406,1852,不可抢占
8229,批量推理任务,1591,23,320,中,区域D,80,2406,1591,不可抢占
8230,批量推理任务,1489,18,106,中,区域E,80,2406,1489,不可抢占
8231,批量推理任务,1335,12,131,中,区域F,80,2406,1335,不可抢占
8232,人工智能训练任务,1633,115,159,低,区域B,150,2406,1633,不可抢占
8233,实时推理任务,2170,6,38,高,区域A,20,2171,2170,不可抢占
8234,实时推理任务,1007,2,249,高,区域B,20,1012,1007,不可抢占
8235,实时推理任务,782,2,292,高,区域B,20,787,782,不可抢占
8236,人工智能训练任务,797,94,165,低,区域E,150,2406,797,不可抢占
8237,人工智能训练任务,1488,24,345,低,区域F,150,2406,1488,不可抢占
8238,批量推理任务,2245,6,96,中,区域A,80,2406,2245,不可抢占
8239,批量推理任务,1535,11,194,中,区域A,80,2406,1535,不可抢占
8240,人工智能训练任务,1257,67,386,低,区域D,150,2406,1257,不可抢占
8241,实时推理任务,1609,5,11,高,区域B,20,1610,1609,不可抢占
8242,实时推理任务,1926,7,380,高,区域B,20,1933,1926,不可抢占
8243,实时推理任务,2223,1,294,高,区域C,20,2228,2223,不可抢占
8244,人工智能训练任务,1852,32,370,低,区域F,150,2406,1852,不可抢占
8245,批量推理任务,1688,9,235,中,区域A,80,2406,1688,不可抢占
8246,实时推理任务,816,7,384,高,区域A,20,823,816,不可抢占
8247,实时推理任务,1383,4,200,高,区域B,20,1387,1383,不可抢占
8248,人工智能训练任务,641,31,100,低,区域E,150,2406,641,不可抢占
8249,人工智能训练任务,1574,103,310,低,区域E,150,2406,1574,不可抢占
8250,人工智能训练任务,1768,126,333,低,区域F,150,2406,1768,不可抢占
8251,实时推理任务,1814,4,223,高,区域F,20,1818,1814,不可抢占
8252,实时推理任务,845,7,63,高,区域A,20,847,845,不可抢占
8253,批量推理任务,2324,19,292,中,区域B,80,2406,2324,不可抢占
8254,人工智能训练任务,705,121,249,低,区域D,150,2406,705,不可抢占
8255,批量推理任务,2307,17,353,中,区域D,80,2406,2307,不可抢占
8256,实时推理任务,1646,6,63,高,区域C,20,1648,1646,不可抢占
8257,人工智能训练任务,810,102,245,低,区域F,150,2406,810,不可抢占
8258,实时推理任务,1684,3,63,高,区域A,20,1686,1684,不可抢占
8259,批量推理任务,1919,7,48,中,区域B,80,2406,1919,不可抢占
8260,实时推理任务,534,6,339,高,区域B,20,540,534,不可抢占
8261,批量推理任务,1295,23,177,中,区域C,80,2406,1295,不可抢占
8262,人工智能训练任务,2173,118,76,低,区域E,150,2406,2173,不可抢占
8263,人工智能训练任务,144,126,228,低,区域F,150,2406,144,不可抢占
8264,人工智能训练任务,397,96,96,低,区域F,150,2406,397,不可抢占
8265,实时推理任务,351,5,188,高,区域A,20,355,351,不可抢占
8266,实时推理任务,35,4,309,高,区域A,20,41,35,不可抢占
8267,实时推理任务,1357,5,135,高,区域B,20,1360,1357,不可抢占
8268,实时推理任务,1283,3,58,高,区域B,20,1284,1283,不可抢占
8269,批量推理任务,831,16,395,中,区域D,80,2406,831,不可抢占
8270,人工智能训练任务,616,81,114,低,区域F,150,2406,616,不可抢占
8271,实时推理任务,1259,7,220,高,区域A,20,1263,1259,不可抢占
8272,实时推理任务,1486,2,210,高,区域A,20,1490,1486,不可抢占
8273,人工智能训练任务,1292,39,309,低,区域D,150,2406,1292,不可抢占
8274,人工智能训练任务,1829,109,306,低,区域D,150,2406,1829,不可抢占
8275,批量推理任务,1386,13,307,中,区域D,80,2406,1386,不可抢占
8276,人工智能训练任务,717,123,313,低,区域F,150,2406,717,不可抢占
8277,批量推理任务,1242,20,13,中,区域F,80,2406,1242,不可抢占
8278,实时推理任务,2301,6,123,高,区域A,20,2304,2301,不可抢占
8279,实时推理任务,622,7,115,高,区域A,20,624,622,不可抢占
8280,实时推理任务,1700,6,207,高,区域B,20,1704,1700,不可抢占
8281,实时推理任务,2180,6,149,高,区域B,20,2183,2180,不可抢占
8282,人工智能训练任务,1678,77,63,低,区域E,150,2406,1678,不可抢占
8283,实时推理任务,2300,2,145,高,区域C,20,2303,2300,不可抢占
8284,人工智能训练任务,1923,89,291,低,区域A,150,2406,1923,不可抢占
8285,人工智能训练任务,1151,23,230,低,区域D,150,2406,1151,不可抢占
8286,人工智能训练任务,1021,99,368,低,区域D,150,2406,1021,不可抢占
8287,实时推理任务,600,4,132,高,区域B,20,603,600,不可抢占
8288,批量推理任务,397,23,279,中,区域D,80,2406,397,不可抢占
8289,实时推理任务,555,1,358,高,区域C,20,561,555,不可抢占
8290,批量推理任务,1936,5,328,中,区域F,80,2406,1936,不可抢占
8291,批量推理任务,1953,17,294,中,区域A,80,2406,1953,不可抢占
8292,实时推理任务,81,5,289,高,区域A,20,86,81,不可抢占
8293,人工智能训练任务,1484,29,238,低,区域D,150,2406,1484,不可抢占
8294,批量推理任务,2395,8,62,中,区域C,80,2406,2395,不可抢占
8295,人工智能训练任务,744,103,104,低,区域E,150,2406,744,不可抢占
8296,批量推理任务,81,12,371,中,区域E,80,2406,81,不可抢占
8297,批量推理任务,2321,21,155,中,区域A,80,2406,2321,不可抢占
8298,批量推理任务,1391,23,262,中,区域A,80,2406,1391,不可抢占
8299,实时推理任务,1515,5,185,高,区域A,20,1519,1515,不可抢占
8300,实时推理任务,725,2,74,高,区域B,20,727,725,不可抢占
8301,实时推理任务,1229,4,59,高,区域B,20,1230,1229,不可抢占
8302,人工智能训练任务,1612,19,349,低,区域F,150,2406,1612,不可抢占
8303,实时推理任务,454,5,232,高,区域D,20,458,454,不可抢占
8304,人工智能训练任务,807,117,271,低,区域B,150,2406,807,不可抢占
8305,人工智能训练任务,1313,60,385,低,区域D,150,2406,1313,不可抢占
8306,批量推理任务,340,7,143,中,区域B,80,2406,340,不可抢占
8307,批量推理任务,2026,8,188,中,区域C,80,2406,2026,不可抢占
8308,实时推理任务,1711,4,367,高,区域C,20,1718,1711,不可抢占
8309,实时推理任务,1495,5,38,高,区域C,20,1496,1495,不可抢占
8310,批量推理任务,786,8,105,中,区域F,80,2406,786,不可抢占
8311,人工智能训练任务,1147,40,64,低,区域C,150,2406,1147,不可抢占
8312,人工智能训练任务,96,40,182,低,区域D,150,2406,96,不可抢占
8313,批量推理任务,1304,15,371,中,区域C,80,2406,1304,不可抢占
8314,实时推理任务,213,2,154,高,区域B,20,216,213,不可抢占
8315,人工智能训练任务,978,88,74,低,区域E,150,2406,978,不可抢占
8316,人工智能训练任务,1255,97,190,低,区域F,150,2406,1255,不可抢占
8317,批量推理任务,1838,23,114,中,区域A,80,2406,1838,不可抢占
8318,批量推理任务,1382,5,37,中,区域B,80,2406,1382,不可抢占
8319,实时推理任务,1117,3,286,高,区域B,20,1122,1117,不可抢占
8320,人工智能训练任务,1876,92,307,低,区域E,150,2406,1876,不可抢占
8321,人工智能训练任务,328,69,47,低,区域E,150,2406,328,不可抢占
8322,批量推理任务,2258,9,239,中,区域E,80,2406,2258,不可抢占
8323,实时推理任务,535,6,214,高,区域E,20,539,535,不可抢占
8324,人工智能训练任务,43,125,368,低,区域C,150,2406,43,不可抢占
8325,人工智能训练任务,2349,92,318,低,区域D,150,2406,2349,不可抢占
8326,实时推理任务,1239,3,130,高,区域B,20,1242,1239,不可抢占
8327,批量推理任务,817,6,319,中,区域D,80,2406,817,不可抢占
8328,批量推理任务,1556,11,77,中,区域D,80,2406,1556,不可抢占
8329,批量推理任务,147,21,229,中,区域E,80,2406,147,不可抢占
8330,人工智能训练任务,1107,104,395,低,区域A,150,2406,1107,不可抢占
8331,人工智能训练任务,1536,57,103,低,区域D,150,2406,1536,不可抢占
8332,批量推理任务,1502,15,224,中,区域B,80,2406,1502,不可抢占
8333,人工智能训练任务,1738,112,267,低,区域D,150,2406,1738,不可抢占
8334,批量推理任务,1401,19,223,中,区域D,80,2406,1401,不可抢占
8335,实时推理任务,1418,2,163,高,区域C,20,1421,1418,不可抢占
8336,人工智能训练任务,1071,31,117,低,区域F,150,2406,1071,不可抢占
8337,人工智能训练任务,790,38,46,低,区域B,150,2406,790,不可抢占
8338,批量推理任务,1153,11,174,中,区域B,80,2406,1153,不可抢占
8339,批量推理任务,341,23,15,中,区域C,80,2406,341,不可抢占
8340,批量推理任务,347,20,302,中,区域D,80,2406,347,不可抢占
8341,人工智能训练任务,1305,38,186,低,区域E,150,2406,1305,不可抢占
8342,人工智能训练任务,464,76,392,低,区域F,150,2406,464,不可抢占
8343,实时推理任务,526,6,16,高,区域A,20,527,526,不可抢占
8344,实时推理任务,995,6,271,高,区域A,20,1000,995,不可抢占
8345,实时推理任务,725,5,268,高,区域A,20,730,725,不可抢占
8346,批量推理任务,266,12,350,中,区域C,80,2406,266,不可抢占
8347,实时推理任务,2342,2,233,高,区域B,20,2346,2342,不可抢占
8348,实时推理任务,357,7,138,高,区域C,20,360,357,不可抢占
8349,实时推理任务,39,3,140,高,区域D,20,42,39,不可抢占
8350,人工智能训练任务,55,115,332,低,区域B,150,2406,55,不可抢占
8351,人工智能训练任务,1397,70,75,低,区域D,150,2406,1397,不可抢占
8352,人工智能训练任务,288,93,40,低,区域D,150,2406,288,不可抢占
8353,实时推理任务,2386,5,75,高,区域B,20,2388,2386,不可抢占
8354,人工智能训练任务,1887,46,244,低,区域E,150,2406,1887,不可抢占
8355,人工智能训练任务,1355,37,359,低,区域F,150,2406,1355,不可抢占
8356,人工智能训练任务,433,112,55,低,区域F,150,2406,433,不可抢占
8357,人工智能训练任务,499,104,384,低,区域C,150,2406,499,不可抢占
8358,实时推理任务,568,5,266,高,区域A,20,573,568,不可抢占
8359,实时推理任务,332,1,114,高,区域B,20,334,332,不可抢占
8360,实时推理任务,375,1,310,高,区域B,20,381,375,不可抢占
8361,人工智能训练任务,375,92,239,低,区域F,150,2406,375,不可抢占
8362,实时推理任务,1773,7,41,高,区域D,20,1774,1773,不可抢占
8363,人工智能训练任务,954,111,113,低,区域B,150,2406,954,不可抢占
8364,实时推理任务,204,6,76,高,区域A,20,206,204,不可抢占
8365,人工智能训练任务,325,97,383,低,区域D,150,2406,325,不可抢占
8366,批量推理任务,1312,9,140,中,区域C,80,2406,1312,不可抢占
8367,人工智能训练任务,2168,127,63,低,区域E,150,2406,2168,不可抢占
8368,实时推理任务,1949,2,121,高,区域C,20,1952,1949,不可抢占
8369,实时推理任务,2028,4,314,高,区域F,20,2034,2028,不可抢占
8370,人工智能训练任务,762,49,365,低,区域C,150,2406,762,不可抢占
8371,批量推理任务,1179,10,79,中,区域B,80,2406,1179,不可抢占
8372,人工智能训练任务,250,107,299,低,区域D,150,2406,250,不可抢占
8373,批量推理任务,757,22,358,中,区域D,80,2406,757,不可抢占
8374,人工智能训练任务,25,83,78,低,区域E,150,2406,25,不可抢占
8375,实时推理任务,720,1,152,高,区域C,20,723,720,不可抢占
8376,实时推理任务,1078,3,196,高,区域A,20,1082,1078,不可抢占
8377,实时推理任务,2220,3,301,高,区域A,20,2226,2220,不可抢占
8378,人工智能训练任务,775,97,47,低,区域D,150,2406,775,不可抢占
8379,人工智能训练任务,507,104,219,低,区域E,150,2406,507,不可抢占
8380,人工智能训练任务,310,16,10,低,区域E,150,2406,310,不可抢占
8381,实时推理任务,766,3,390,高,区域C,20,773,766,不可抢占
8382,批量推理任务,932,13,357,中,区域F,80,2406,932,不可抢占
8383,实时推理任务,1616,1,42,高,区域A,20,1617,1616,不可抢占
8384,人工智能训练任务,1215,87,51,低,区域D,150,2406,1215,不可抢占
8385,人工智能训练任务,1688,65,50,低,区域D,150,2406,1688,不可抢占
8386,人工智能训练任务,1169,72,364,低,区域E,150,2406,1169,不可抢占
8387,实时推理任务,1747,2,296,高,区域C,20,1752,1747,不可抢占
8388,批量推理任务,1412,15,380,中,区域E,80,2406,1412,不可抢占
8389,人工智能训练任务,986,43,156,低,区域A,150,2406,986,不可抢占
8390,人工智能训练任务,28,91,57,低,区域D,150,2406,28,不可抢占
8391,人工智能训练任务,1030,17,110,低,区域D,150,2406,1030,不可抢占
8392,批量推理任务,660,9,372,中,区域C,80,2406,660,不可抢占
8393,实时推理任务,252,5,19,高,区域B,20,253,252,不可抢占
8394,实时推理任务,2023,3,42,高,区域C,20,2024,2023,不可抢占
8395,批量推理任务,247,8,200,中,区域F,80,2406,247,不可抢占
8396,人工智能训练任务,1761,116,294,低,区域B,150,2406,1761,不可抢占
8397,实时推理任务,1826,2,62,高,区域A,20,1828,1826,不可抢占
8398,实时推理任务,361,2,389,高,区域B,20,368,361,不可抢占
8399,批量推理任务,1480,13,168,中,区域D,80,2406,1480,不可抢占
8400,人工智能训练任务,269,77,255,低,区域E,150,2406,269,不可抢占
8401,人工智能训练任务,1074,26,229,低,区域F,150,2406,1074,不可抢占
8402,人工智能训练任务,1306,42,374,低,区域A,150,2406,1306,不可抢占
8403,批量推理任务,1466,23,153,中,区域A,80,2406,1466,不可抢占
8404,人工智能训练任务,1967,118,102,低,区域D,150,2406,1967,不可抢占
8405,批量推理任务,2046,18,128,中,区域C,80,2406,2046,不可抢占
8406,批量推理任务,2003,20,38,中,区域D,80,2406,2003,不可抢占
8407,批量推理任务,2236,11,297,中,区域E,80,2406,2236,不可抢占
8408,人工智能训练任务,779,25,60,低,区域F,150,2406,779,不可抢占
8409,实时推理任务,698,3,243,高,区域A,20,703,698,不可抢占
8410,实时推理任务,1445,7,301,高,区域A,20,1451,1445,不可抢占
8411,批量推理任务,1904,19,45,中,区域B,80,2406,1904,不可抢占
8412,批量推理任务,1328,23,327,中,区域C,80,2406,1328,不可抢占
8413,批量推理任务,1899,23,254,中,区域D,80,2406,1899,不可抢占
8414,批量推理任务,1852,20,249,中,区域E,80,2406,1852,不可抢占
